completed_duration_days,completed_duration_hours,branch_code,latitude,longitude,quantity,net_charge,payment_duration_days,haversine_distance_miles,requests_per_day,completed_per_day,cycle_count,sale_price,signs_per_district,cluster,cluster_colour
0.1,2.5,830,50.80230879,-0.030023173,1,3.8,71.8,3507.657294,71,116,1,358000,1786,0,Pink
0.83,20.0,830,50.8097767,-0.043037642,1,3.8,11.1,3508.173385,65,99,2,517500,2281,3,Dark Purple
0.74,17.7,830,50.8097767,-0.043037642,1,3.8,6.2,3508.173385,65,63,2,517500,2281,3,Dark Purple
0.99,23.7,900,50.8097767,-0.043037642,1,4.0,4.3,3508.173385,95,103,1,400000,2281,0,Pink
7.82,187.7,830,50.8094932,-0.037939508,1,3.8,38.9,3508.153608,111,117,3,402500,2281,0,Pink
1.89,45.4,830,50.8094932,-0.037939508,1,3.8,68.3,3508.153608,62,79,3,402500,2281,0,Pink
1.05,25.1,830,50.8094932,-0.037939508,1,3.8,3.3,3508.153608,60,76,3,402500,2281,0,Pink
0.81,19.5,900,50.81098331,-0.040446338,1,3.8,7.5,3508.256589,72,113,3,570000,2281,3,Dark Purple
0.76,18.4,900,50.81098331,-0.040446338,1,3.8,38.6,3508.256589,64,103,3,570000,2281,3,Dark Purple
0.92,22.2,830,50.81105268,-0.039222676,1,3.8,22.1,3508.261331,37,35,5,250000,2281,2,Purple
1.27,30.4,830,50.81105268,-0.039222676,1,3.8,67.1,3508.261331,59,91,5,250000,2281,2,Purple
0.89,21.3,830,50.81105268,-0.039222676,1,3.8,41.8,3508.261331,70,72,5,250000,2281,2,Purple
1.86,44.7,830,50.81105268,-0.039222676,1,3.8,68.3,3508.261331,88,83,5,250000,2281,2,Purple
1.82,43.6,830,50.81105268,-0.039222676,1,3.8,36.3,3508.261331,64,50,5,250000,2281,2,Purple
2.03,48.8,830,50.81105268,-0.039222676,1,3.8,67.1,3508.261331,51,68,1,370000,2281,0,Pink
2.97,71.3,830,50.80877613,-0.038083106,1,3.8,82.1,3508.104103,18,61,5,395000,2281,0,Pink
2.04,49.0,830,50.80877613,-0.038083106,1,3.8,18.3,3508.104103,16,71,5,395000,2281,0,Pink
1.07,25.6,830,50.80877613,-0.038083106,1,3.8,51.7,3508.104103,71,58,5,395000,2281,0,Pink
1.91,45.7,830,50.80877613,-0.038083106,1,3.8,51.7,3508.104103,93,92,5,395000,2281,0,Pink
0.03,0.7,830,50.80877613,-0.038083106,1,3.8,38.9,3508.104103,121,117,5,395000,2281,0,Pink
1.99,47.8,820,50.80877613,-0.038083106,1,3.8,22.9,3508.104103,54,86,2,340000,2281,0,Pink
12.11,290.7,830,50.81065887,-0.034526509,1,3.8,41.8,3508.23397,91,111,3,335000,2281,2,Purple
1.0,24.1,830,50.81065887,-0.034526509,1,3.8,82.1,3508.23397,62,72,3,335000,2281,2,Purple
1.24,29.7,830,50.81065887,-0.034526509,1,3.8,6.2,3508.23397,62,122,3,335000,2281,2,Purple
1.25,30.0,830,50.81065887,-0.034526509,1,3.8,67.1,3508.23397,59,91,3,275000,2281,2,Purple
2.85,68.4,830,50.81065887,-0.034526509,1,3.8,82.1,3508.23397,18,61,3,275000,2281,2,Purple
0.94,22.6,830,50.8109651,-0.035620853,1,3.8,11.1,3508.255152,65,99,2,350000,2281,0,Pink
1.81,43.4,830,50.8109651,-0.035620853,1,3.8,6.2,3508.255152,66,71,2,350000,2281,0,Pink
2.21,53.0,820,50.8109651,-0.035620853,1,3.8,67.1,3508.255152,73,91,2,382500,2281,0,Pink
0.75,18.0,820,50.8109651,-0.035620853,1,3.8,358.5,3508.255152,76,77,2,382500,2281,0,Pink
1.97,47.2,902,50.8109651,-0.035620853,1,3.8,82.1,3508.255152,54,64,3,405000,2281,0,Pink
1.88,45.0,902,50.8109651,-0.035620853,1,3.8,71.8,3508.255152,88,116,3,405000,2281,0,Pink
0.8,19.1,902,50.8109651,-0.035620853,1,3.8,71.8,3508.255152,98,84,3,405000,2281,0,Pink
0.97,23.3,830,50.81265259,-0.030624266,1,3.8,82.1,3508.371502,47,39,3,355000,2281,0,Pink
2.33,56.0,830,50.81265259,-0.030624266,1,3.8,33.3,3508.371502,64,94,3,355000,2281,0,Pink
1.08,26.0,830,50.81265259,-0.030624266,1,3.8,41.8,3508.371502,75,83,3,355000,2281,0,Pink
1.08,25.8,830,50.80333477,-0.03646601,1,3.8,22.1,3507.728344,67,97,4,380000,2281,0,Pink
0.87,20.9,830,50.80333477,-0.03646601,1,3.8,51.7,3507.728344,67,76,4,380000,2281,0,Pink
0.95,22.9,830,50.80333477,-0.03646601,1,3.8,22.1,3507.728344,72,68,4,380000,2281,0,Pink
0.89,21.4,830,50.80333477,-0.03646601,1,3.8,68.3,3507.728344,82,64,4,380000,2281,0,Pink
2.09,50.2,830,50.80407475,-0.035956,1,3.8,0.5,3507.779418,59,127,2,415000,2281,0,Pink
1.8,43.1,830,50.80407475,-0.035956,1,3.8,2.4,3507.779418,37,89,2,415000,2281,0,Pink
0.79,19.0,830,50.80496326,-0.034368135,1,3.8,11.1,3507.84071,75,54,2,495000,2281,0,Pink
0.2,4.9,830,50.80496326,-0.034368135,1,3.8,6.2,3507.84071,95,122,2,495000,2281,0,Pink
1.01,24.2,830,50.80290828,-0.030906273,1,3.8,18.3,3507.698713,56,63,4,518600,1786,3,Dark Purple
1.83,43.9,830,50.80290828,-0.030906273,1,3.8,25.3,3507.698713,51,116,4,518600,1786,3,Dark Purple
1.22,29.3,830,50.80290828,-0.030906273,1,3.8,67.1,3507.698713,86,88,4,518600,1786,3,Dark Purple
0.1,2.5,830,50.80290828,-0.030906273,1,3.8,71.8,3507.698713,71,116,4,518600,1786,3,Dark Purple
1.06,25.4,830,50.80295873,-0.026972849,1,3.8,22.1,3507.702084,72,68,3,367500,1786,0,Pink
3.07,73.6,830,50.80295873,-0.026972849,1,3.8,82.1,3507.702084,18,61,3,367500,1786,0,Pink
0.95,22.9,830,50.80295873,-0.026972849,1,3.8,36.3,3507.702084,65,86,3,367500,1786,0,Pink
1.83,44.0,830,50.80295873,-0.026972849,1,3.8,36.3,3507.702084,64,50,1,367500,1786,0,Pink
2.63,63.2,830,50.80353437,-0.025912539,1,3.8,25.3,3507.741802,51,92,3,400000,1786,0,Pink
2.23,53.6,830,50.80353437,-0.025912539,1,3.8,67.1,3507.741802,76,85,3,400000,1786,0,Pink
0.1,2.4,830,50.80353437,-0.025912539,1,3.8,71.8,3507.741802,71,116,3,400000,1786,0,Pink
2.04,48.9,830,50.80360713,-0.030749159,1,3.8,71.8,3507.74696,70,118,4,465000,1786,0,Pink
0.89,21.3,830,50.80360713,-0.030749159,1,3.8,41.8,3507.74696,70,72,4,465000,1786,0,Pink
0.92,22.2,830,50.80360713,-0.030749159,1,3.8,68.3,3507.74696,21,9,4,465000,1786,0,Pink
2.09,50.2,830,50.80360713,-0.030749159,1,3.8,36.3,3507.74696,57,89,4,465000,1786,0,Pink
1.02,24.5,830,50.80360713,-0.030749159,1,3.8,41.8,3507.74696,70,111,4,550000,1786,3,Dark Purple
2.04,48.9,830,50.80360713,-0.030749159,1,3.8,71.8,3507.74696,70,118,4,550000,1786,3,Dark Purple
0.87,20.9,830,50.80360713,-0.030749159,1,3.8,11.1,3507.74696,76,81,4,550000,1786,3,Dark Purple
2.11,50.6,830,50.80360713,-0.030749159,1,3.8,11.1,3507.74696,71,106,4,550000,1786,3,Dark Purple
2.15,51.7,830,50.80360713,-0.030749159,1,3.8,33.3,3507.74696,62,62,5,378500,1786,0,Pink
0.97,23.3,830,50.80360713,-0.030749159,1,3.8,82.1,3507.74696,47,39,5,378500,1786,0,Pink
1.65,39.7,830,50.80360713,-0.030749159,1,3.8,25.3,3507.74696,97,109,5,378500,1786,0,Pink
2.05,49.2,830,50.80360713,-0.030749159,1,3.8,67.1,3507.74696,81,107,5,378500,1786,0,Pink
2.03,48.8,830,50.80360713,-0.030749159,1,3.8,41.8,3507.74696,88,111,5,378500,1786,0,Pink
1.2,28.9,830,50.80639758,-0.026104108,1,3.8,38.9,3507.939498,67,86,2,525000,1786,3,Dark Purple
0.06,1.5,830,50.80639758,-0.026104108,1,3.8,11.1,3507.939498,65,54,2,525000,1786,3,Dark Purple
1.0,23.9,900,50.80639758,-0.026104108,1,3.8,67.1,3507.939498,79,103,1,525000,1786,3,Dark Purple
0.61,14.8,830,50.80717624,-0.021103487,1,3.8,82.1,3507.993145,7,6,2,290000,1786,2,Purple
1.02,24.4,830,50.80717624,-0.021103487,1,3.8,51.7,3507.993145,61,60,2,290000,1786,2,Purple
0.62,14.8,830,50.80717624,-0.021103487,1,3.8,82.1,3507.993145,7,6,9,550000,1786,3,Dark Purple
1.01,24.3,830,50.80717624,-0.021103487,1,3.8,18.3,3507.993145,15,23,9,550000,1786,3,Dark Purple
45.85,1100.3,830,50.80717624,-0.021103487,1,3.8,68.3,3507.993145,18,67,9,550000,1786,3,Dark Purple
1.83,43.8,830,50.80717624,-0.021103487,1,3.8,25.3,3507.993145,51,116,9,550000,1786,3,Dark Purple
2.04,49.0,830,50.80717624,-0.021103487,1,3.8,82.1,3507.993145,15,17,9,550000,1786,3,Dark Purple
1.36,32.5,830,50.80717624,-0.021103487,1,3.8,33.3,3507.993145,76,116,9,550000,1786,3,Dark Purple
2.04,49.1,830,50.80717624,-0.021103487,1,3.8,18.3,3507.993145,16,71,9,550000,1786,3,Dark Purple
2.95,70.7,830,50.80717624,-0.021103487,1,3.8,68.3,3507.993145,76,83,9,550000,1786,3,Dark Purple
1.07,25.6,830,50.80717624,-0.021103487,1,3.8,38.9,3507.993145,67,86,9,550000,1786,3,Dark Purple
0.82,19.7,830,50.8095324,-0.033324682,1,3.8,41.8,3508.156153,76,100,3,283000,2281,2,Purple
3.05,73.2,820,50.81027749,-0.033776007,1,3.8,43.6,3508.207613,84,103,2,385000,2281,0,Pink
1.66,39.8,820,50.81027749,-0.033776007,1,3.8,52.5,3508.207613,2,94,2,385000,2281,0,Pink
0.13,3.0,820,50.81100525,-0.032666638,1,3.8,136.3,3508.257825,72,83,1,397500,2281,0,Pink
2.19,52.5,830,50.81110226,-0.034153026,1,3.8,67.1,3508.264572,73,91,4,272500,2281,2,Purple
1.1,26.3,830,50.81110226,-0.034153026,1,3.8,33.3,3508.264572,40,93,4,272500,2281,2,Purple
0.82,19.8,830,50.81110226,-0.034153026,1,3.8,82.1,3508.264572,47,39,4,272500,2281,2,Purple
1.0,23.9,830,50.81110226,-0.034153026,1,3.8,82.1,3508.264572,62,72,4,272500,2281,2,Purple
8.07,193.6,830,50.81159926,-0.032159048,1,3.8,41.8,3508.298822,75,100,5,380000,2281,0,Pink
3.21,77.0,830,50.81159926,-0.032159048,1,3.8,67.1,3508.298822,20,68,5,380000,2281,0,Pink
1.12,26.9,830,50.81159926,-0.032159048,1,3.8,82.1,3508.298822,19,22,5,380000,2281,0,Pink
2.8,67.2,830,50.81159926,-0.032159048,1,3.8,22.1,3508.298822,106,68,5,380000,2281,0,Pink
1.81,43.4,830,50.81159926,-0.032159048,1,3.8,6.2,3508.298822,66,71,5,380000,2281,0,Pink
2.05,49.2,830,50.80758413,-0.035123954,1,3.8,67.1,3508.021695,81,107,2,260000,2281,2,Purple
2.91,69.8,830,50.80758413,-0.035123954,1,3.8,18.3,3508.021695,13,64,2,260000,2281,2,Purple
1.43,34.4,700,50.80413173,-0.043216743,1,3.8,204.0,3507.783635,59,91,4,521667,2281,3,Dark Purple
1.34,32.1,700,50.80413173,-0.043216743,1,3.8,204.0,3507.783635,156,130,4,521667,2281,3,Dark Purple
1.08,26.0,700,50.80413173,-0.043216743,1,3.8,111.0,3507.783635,76,116,4,521667,2281,3,Dark Purple
2.06,49.3,700,50.80413173,-0.043216743,1,3.8,82.1,3507.783635,53,60,4,521667,2281,3,Dark Purple
1.91,45.8,830,50.80413173,-0.043216743,1,3.8,51.7,3507.783635,93,92,3,565000,2281,3,Dark Purple
1.25,29.9,830,50.80413173,-0.043216743,1,3.8,33.3,3507.783635,71,64,3,565000,2281,3,Dark Purple
0.02,0.5,830,50.80413173,-0.043216743,1,3.8,38.9,3507.783635,121,117,3,565000,2281,3,Dark Purple
1.1,26.5,730,50.8280496,-0.130100278,1,3.8,103.1,3509.442441,65,67,2,500000,2281,0,Pink
1.12,27.0,730,50.8280496,-0.130100278,1,3.8,2.3,3509.442441,72,63,2,500000,2281,0,Pink
1.0,24.1,600,50.82673398,-0.129939851,1,3.5,71.8,3509.351584,79,77,3,320000,2281,2,Purple
2.09,50.2,600,50.82673398,-0.129939851,1,3.5,103.1,3509.351584,56,97,3,320000,2281,2,Purple
1.84,44.2,600,50.82673398,-0.129939851,1,3.5,36.2,3509.351584,46,73,3,320000,2281,2,Purple
1.89,45.2,730,50.825898,-0.12817,1,3.8,68.3,3509.293639,88,83,3,335000,2281,2,Purple
1.19,28.7,730,50.825898,-0.12817,1,3.8,71.8,3509.293639,26,23,3,335000,2281,2,Purple
2.09,50.2,730,50.825898,-0.12817,1,3.8,36.2,3509.293639,77,110,3,335000,2281,2,Purple
0.9,21.6,702,50.825898,-0.12817,1,4.0,36.2,3509.293639,65,86,2,445000,2281,0,Pink
0.82,19.8,702,50.825898,-0.12817,1,4.0,31.3,3509.293639,95,103,2,445000,2281,0,Pink
0.94,22.5,702,50.824943,-0.135343487,1,4.0,25.1,3509.228629,86,87,1,207500,2281,2,Purple
1.1,26.3,730,50.83131805,-0.128095156,1,3.8,59.2,3509.667857,54,68,3,410000,2281,0,Pink
1.02,24.4,730,50.83131805,-0.128095156,1,3.8,121.1,3509.667857,81,101,3,410000,2281,0,Pink
1.1,26.4,730,50.83131805,-0.128095156,1,3.8,103.1,3509.667857,106,71,3,410000,2281,0,Pink
2.84,68.1,600,50.83009994,-0.128967512,1,3.85,71.8,3509.583862,69,66,2,555000,2281,3,Dark Purple
0.64,15.3,600,50.83009994,-0.128967512,1,3.85,4.3,3509.583862,76,81,2,555000,2281,3,Dark Purple
1.33,32.0,730,50.82988662,-0.128564229,1,3.8,121.1,3509.569083,53,49,1,413285,2281,0,Pink
1.16,27.8,730,50.83114293,-0.126976,1,3.8,93.0,3509.655625,83,85,1,362500,2281,0,Pink
2.87,68.8,702,50.83020946,-0.123467525,1,3.8,68.3,3509.590743,82,79,3,515000,2281,3,Dark Purple
1.01,24.3,702,50.83020946,-0.123467525,1,3.8,41.8,3509.590743,72,110,3,515000,2281,3,Dark Purple
0.95,22.8,702,50.83020946,-0.123467525,1,3.8,3.3,3509.590743,95,103,3,515000,2281,3,Dark Purple
0.88,21.2,702,50.82875611,-0.124250009,1,3.8,68.3,3509.490491,61,43,3,427500,2281,0,Pink
1.15,27.6,702,50.82875611,-0.124250009,1,3.8,68.3,3509.490491,62,67,3,427500,2281,0,Pink
0.03,0.8,702,50.82875611,-0.124250009,1,3.8,6.2,3509.490491,93,50,3,427500,2281,0,Pink
0.88,21.2,730,50.83072764,-0.121018425,1,3.8,41.8,3509.626227,91,69,3,457500,2281,0,Pink
2.77,66.4,730,50.83072764,-0.121018425,1,3.8,71.8,3509.626227,79,18,3,457500,2281,0,Pink
1.9,45.5,730,50.83072764,-0.121018425,1,3.8,11.2,3509.626227,82,89,3,457500,2281,0,Pink
1.33,32.0,730,50.8305213,-0.121608937,1,3.8,121.1,3509.61205,53,49,1,410000,2281,0,Pink
1.96,46.9,730,50.8303599,-0.12219764,1,3.8,59.2,3509.600977,51,56,5,371500,2281,0,Pink
1.61,38.6,730,50.8303599,-0.12219764,1,3.8,121.1,3509.600977,97,109,5,371500,2281,0,Pink
2.7,64.9,730,50.8303599,-0.12219764,1,3.8,121.1,3509.600977,169,64,5,371500,2281,0,Pink
0.91,21.9,730,50.8303599,-0.12219764,1,3.8,51.7,3509.600977,57,76,5,371500,2281,0,Pink
1.1,26.4,730,50.8303599,-0.12219764,1,3.8,0.0,3509.600977,90,108,5,371500,2281,0,Pink
1.1,26.3,730,50.82870666,-0.116157939,1,3.8,59.2,3509.486122,54,68,3,335580,2281,2,Purple
2.65,63.5,730,50.82870666,-0.116157939,1,3.8,93.0,3509.486122,85,98,3,335580,2281,2,Purple
2.18,52.4,730,50.82870666,-0.116157939,1,3.8,51.7,3509.486122,59,72,3,335580,2281,2,Purple
1.08,26.0,730,50.82835609,-0.123982043,1,3.8,71.8,3509.462839,26,23,3,425000,2281,0,Pink
1.03,24.7,730,50.82835609,-0.123982043,1,3.8,103.1,3509.462839,67,97,3,425000,2281,0,Pink
0.93,22.4,730,50.82835609,-0.123982043,1,3.8,68.3,3509.462839,78,74,3,425000,2281,0,Pink
8.74,209.8,702,50.82830676,-0.120916828,1,3.8,369.2,3509.459065,24,75,3,600000,2281,3,Dark Purple
1.22,29.2,702,50.82830676,-0.120916828,1,3.8,369.2,3509.459065,54,68,3,600000,2281,3,Dark Purple
0.9,21.7,702,50.82830676,-0.120916828,1,3.8,160.3,3509.459065,76,78,3,600000,2281,3,Dark Purple
1.33,32.0,730,50.82830676,-0.120916828,1,3.8,121.1,3509.459065,53,49,1,509000,2281,3,Dark Purple
1.8,43.2,702,50.83027284,-0.120142051,1,3.8,160.3,3509.594721,51,58,6,332500,2281,2,Purple
1.02,24.4,702,50.83027284,-0.120142051,1,3.8,41.8,3509.594721,75,129,6,332500,2281,2,Purple
0.19,4.6,702,50.83027284,-0.120142051,1,3.8,68.3,3509.594721,75,43,6,332500,2281,2,Purple
2.14,51.4,702,50.83027284,-0.120142051,1,3.8,189.9,3509.594721,75,60,6,332500,2281,2,Purple
0.86,20.7,702,50.83027284,-0.120142051,1,3.8,2.3,3509.594721,76,81,6,332500,2281,2,Purple
0.81,19.5,702,50.83027284,-0.120142051,1,3.8,0.6,3509.594721,63,81,6,332500,2281,2,Purple
3.01,72.2,950,50.78957911,0.312566547,1,3.8,330.8,3506.825955,63,6,2,255000,2,2,Purple
1.38,33.1,950,50.78957911,0.312566547,1,3.8,67.1,3506.825955,44,107,2,255000,2,2,Purple
3.26,78.2,952,50.77140087,0.104664507,1,3.8,22.9,3505.528196,21,70,4,333000,1786,2,Purple
1.14,27.5,952,50.77140087,0.104664507,1,3.8,33.7,3505.528196,60,43,4,333000,1786,2,Purple
0.92,22.1,952,50.77140087,0.104664507,1,3.8,22.9,3505.528196,72,86,4,333000,1786,2,Purple
1.35,32.5,952,50.77140087,0.104664507,1,3.8,71.8,3505.528196,76,79,4,333000,1786,2,Purple
2.12,50.9,952,50.77080227,0.107431675,1,3.8,33.7,3505.487154,49,41,2,335000,1786,2,Purple
1.08,26.0,952,50.77080227,0.107431675,1,3.8,34.0,3505.487154,35,56,2,335000,1786,2,Purple
1.06,25.5,950,50.77028899,0.10696894,1,3.8,29.1,3505.451666,65,63,2,325000,1786,2,Purple
1.12,26.8,950,50.77028899,0.10696894,1,3.8,29.1,3505.451666,86,87,2,325000,1786,2,Purple
1.91,45.8,950,50.76982023,0.109018542,1,3.8,36.8,3505.419518,42,37,2,385000,1786,0,Pink
1.18,28.4,950,50.76982023,0.109018542,1,3.8,132.8,3505.419518,57,76,2,385000,1786,0,Pink
8.92,214.2,902,50.76907517,0.110928022,1,3.8,71.8,3505.368282,70,101,3,315000,1786,2,Purple
1.01,24.2,902,50.76907517,0.110928022,1,3.8,22.1,3505.368282,75,64,3,315000,1786,2,Purple
1.94,46.6,902,50.76907517,0.110928022,1,3.8,68.3,3505.368282,42,63,3,315000,1786,2,Purple
1.16,27.8,950,50.76907517,0.110928022,1,3.8,41.8,3505.368282,76,100,1,311000,1786,2,Purple
2.92,70.2,950,50.76883996,0.110009764,1,3.85,67.1,3505.351942,76,22,2,285000,1786,2,Purple
1.99,47.9,950,50.76883996,0.110009764,1,3.85,71.8,3505.351942,75,23,2,285000,1786,2,Purple
11.94,286.7,950,50.76883996,0.110009764,1,3.8,71.8,3505.351942,67,18,3,306500,1786,2,Purple
1.18,28.4,950,50.76883996,0.110009764,1,3.8,132.8,3505.351942,57,76,3,306500,1786,2,Purple
0.95,22.9,950,50.76883996,0.110009764,1,3.8,18.1,3505.351942,66,80,3,306500,1786,2,Purple
2.22,53.3,950,50.76764195,0.11060823,1,3.8,103.1,3505.269291,63,67,4,575000,1786,3,Dark Purple
2.15,51.5,950,50.76764195,0.11060823,1,3.8,71.8,3505.269291,90,68,4,575000,1786,3,Dark Purple
1.21,28.9,950,50.76764195,0.11060823,1,3.8,71.8,3505.269291,79,94,4,575000,1786,3,Dark Purple
1.24,29.8,950,50.76764195,0.11060823,1,3.8,36.2,3505.269291,65,86,4,575000,1786,3,Dark Purple
1.98,47.5,952,50.76562072,0.108985677,1,3.8,51.8,3505.12956,63,80,2,347500,1786,0,Pink
1.08,25.9,952,50.76562072,0.108985677,1,3.8,35.0,3505.12956,52,68,2,347500,1786,0,Pink
0.94,22.6,950,50.76589473,0.111238668,1,3.85,36.2,3505.148723,38,73,5,714000,1786,3,Dark Purple
1.24,29.9,950,50.76589473,0.111238668,1,3.85,38.9,3505.148723,111,59,5,714000,1786,3,Dark Purple
2.04,49.0,950,50.76589473,0.111238668,1,3.85,3.2,3505.148723,71,106,5,714000,1786,3,Dark Purple
0.02,0.5,950,50.76589473,0.111238668,1,3.85,8.1,3505.148723,95,122,5,714000,1786,3,Dark Purple
1.2,28.8,950,50.76589473,0.111238668,1,3.85,5.5,3505.148723,65,127,5,714000,1786,3,Dark Purple
2.08,49.9,952,50.768044,0.105827847,1,3.8,18.3,3505.296541,20,27,2,330000,1786,2,Purple
0.21,5.0,952,50.768044,0.105827847,1,3.8,51.8,3505.296541,63,75,2,330000,1786,2,Purple
1.14,27.3,950,50.768044,0.105827847,1,3.8,18.1,3505.296541,67,86,3,320000,1786,2,Purple
2.95,70.8,950,50.768044,0.105827847,1,3.8,41.8,3505.296541,75,28,3,320000,1786,2,Purple
0.14,3.4,950,50.768044,0.105827847,1,3.8,8.1,3505.296541,73,105,3,320000,1786,2,Purple
1.04,25.0,950,50.768044,0.105827847,1,4.0,71.8,3505.296541,79,94,2,349000,1786,0,Pink
0.05,1.1,950,50.768044,0.105827847,1,4.0,36.2,3505.296541,64,110,2,349000,1786,0,Pink
2.09,50.1,950,50.76931836,0.105436167,1,3.8,132.8,3505.384489,63,80,1,283000,1786,2,Purple
2.87,68.8,950,50.7682939,0.10539017,1,3.85,25.1,3505.31375,73,62,1,340000,1786,0,Pink
12.92,310.0,950,50.76830117,0.10299371,1,3.8,71.8,3505.314006,76,83,5,375000,1786,0,Pink
1.28,30.7,950,50.76830117,0.10299371,1,3.8,132.8,3505.314006,61,60,5,375000,1786,0,Pink
2.41,57.8,950,50.76830117,0.10299371,1,3.8,132.8,3505.314006,74,93,5,375000,1786,0,Pink
1.32,31.6,950,50.76830117,0.10299371,1,3.8,71.8,3505.314006,72,68,5,375000,1786,0,Pink
0.11,2.6,950,50.76830117,0.10299371,1,3.8,16.2,3505.314006,15,71,5,375000,1786,0,Pink
2.11,50.5,952,50.77190955,0.097397149,1,3.8,22.9,3505.562595,52,36,3,310000,1786,2,Purple
0.98,23.6,952,50.77190955,0.097397149,1,3.8,34.0,3505.562595,29,10,3,310000,1786,2,Purple
1.35,32.5,952,50.77190955,0.097397149,1,3.8,71.8,3505.562595,76,79,3,310000,1786,2,Purple
1.24,29.7,950,50.77148463,0.097519973,1,3.85,22.1,3505.533269,53,67,3,340000,1786,0,Pink
2.32,55.8,950,50.77148463,0.097519973,1,3.85,33.3,3505.533269,51,56,3,340000,1786,0,Pink
1.21,29.1,950,50.77148463,0.097519973,1,3.85,22.1,3505.533269,83,46,3,340000,1786,0,Pink
1.09,26.1,950,50.77267691,0.098736356,1,3.8,103.1,3505.615707,26,26,5,340000,1786,0,Pink
1.62,38.9,950,50.77267691,0.098736356,1,3.8,330.8,3505.615707,51,116,5,340000,1786,0,Pink
0.99,23.8,950,50.77267691,0.098736356,1,3.8,18.3,3505.615707,57,92,5,340000,1786,0,Pink
2.1,50.4,950,50.77267691,0.098736356,1,3.8,71.8,3505.615707,57,23,5,340000,1786,0,Pink
1.06,25.3,950,50.77267691,0.098736356,1,3.8,41.8,3505.615707,75,128,5,340000,1786,0,Pink
1.02,24.5,950,50.76996287,0.102614389,1,4.0,71.8,3505.4287,75,84,5,160000,1786,2,Purple
0.86,20.5,950,50.76996287,0.102614389,1,4.0,22.1,3505.4287,76,78,5,160000,1786,2,Purple
1.14,27.3,950,50.76996287,0.102614389,1,4.0,22.1,3505.4287,54,34,5,160000,1786,2,Purple
0.06,1.5,950,50.76996287,0.102614389,1,4.0,22.1,3505.4287,51,78,5,160000,1786,2,Purple
1.04,25.0,950,50.76996287,0.102614389,1,4.0,36.2,3505.4287,43,37,5,160000,1786,2,Purple
0.99,23.7,950,50.76996287,0.102614389,1,3.85,2.1,3505.4287,47,64,2,205000,1786,2,Purple
2.1,50.4,950,50.76996287,0.102614389,1,3.85,2.1,3505.4287,47,92,2,205000,1786,2,Purple
2.14,51.4,950,50.76873081,0.101112551,1,4.0,11.1,3505.343482,72,71,3,437500,1786,0,Pink
2.0,48.0,950,50.76873081,0.101112551,1,4.0,36.2,3505.343482,57,89,3,437500,1786,0,Pink
1.03,24.7,950,50.76873081,0.101112551,1,4.0,7.6,3505.343482,63,81,3,437500,1786,0,Pink
1.0,23.9,952,50.76979,0.100370505,1,3.8,22.1,3505.41654,74,58,3,245000,1786,2,Purple
2.06,49.4,952,50.76979,0.100370505,1,3.8,51.8,3505.41654,93,92,3,245000,1786,2,Purple
2.99,71.7,952,50.76979,0.100370505,1,3.8,35.0,3505.41654,73,86,3,245000,1786,2,Purple
0.9,21.7,950,50.77153205,0.10437255,1,3.8,69.3,3505.537223,49,63,3,360000,1786,0,Pink
1.19,28.6,950,50.77153205,0.10437255,1,3.8,132.8,3505.537223,71,58,3,360000,1786,0,Pink
1.18,28.3,950,50.77153205,0.10437255,1,3.8,9.4,3505.537223,90,108,3,360000,1786,0,Pink
0.97,23.4,950,50.77431966,0.104398382,1,4.0,71.8,3505.729697,75,84,3,400000,1786,0,Pink
2.14,51.3,950,50.77431966,0.104398382,1,4.0,71.8,3505.729697,88,116,3,400000,1786,0,Pink
0.02,0.5,950,50.77431966,0.104398382,1,4.0,36.2,3505.729697,64,110,3,400000,1786,0,Pink
2.1,50.5,952,50.77258289,0.103455238,1,3.8,3.3,3505.609685,74,83,2,264500,1786,2,Purple
0.93,22.4,952,50.77258289,0.103455238,1,3.8,0.6,3505.609685,63,30,2,264500,1786,2,Purple
1.05,25.2,952,50.77258289,0.103455238,1,3.8,71.8,3505.609685,26,23,2,277500,1786,2,Purple
1.05,25.2,952,50.77258289,0.103455238,1,3.8,11.1,3505.609685,77,76,2,277500,1786,2,Purple
0.99,23.9,950,50.77223165,0.103482031,1,3.8,38.6,3505.585436,84,108,4,215000,1786,2,Purple
1.12,26.8,950,50.77223165,0.103482031,1,3.8,7.5,3505.585436,79,94,4,215000,1786,2,Purple
0.92,22.0,950,50.77223165,0.103482031,1,3.8,38.6,3505.585436,63,81,4,215000,1786,2,Purple
1.99,47.8,950,50.77223165,0.103482031,1,3.8,7.5,3505.585436,69,113,4,215000,1786,2,Purple
1.03,24.7,952,50.7724898,0.105124707,1,3.8,22.1,3505.603429,76,78,2,285000,1786,2,Purple
2.33,55.9,952,50.7724898,0.105124707,1,3.8,71.8,3505.603429,88,116,2,285000,1786,2,Purple
0.87,20.9,950,50.77255545,0.103978795,1,4.0,22.1,3505.607844,76,78,2,295000,1786,2,Purple
0.14,3.4,950,50.77255545,0.103978795,1,4.0,22.1,3505.607844,72,64,2,295000,1786,2,Purple
0.13,3.2,950,50.77291504,0.105980631,1,3.8,68.2,3505.632878,76,67,3,435000,1786,0,Pink
0.87,20.9,950,50.77291504,0.105980631,1,3.8,68.2,3505.632878,91,69,3,435000,1786,0,Pink
